0	37.485237
1	41.826664
2	41.528076
3	56.255779
4	61.437824
5	72.032753
6	59.644531
7	57.275719
8	47.352554
9	45.082268
10	31.7785
11	30.553143
12	36.108639
13	28.686056
14	32.907032
15	36.218727
16	46.897499
17	71.946793
18	59.718979
19	64.084122
20	71.16053
21	52.680519
22	48.178093
23	34.610619
24	35.100529
25	33.48106
26	24.000967
27	42.441887
28	52.691071
29	64.30574
30	71.315659
31	67.287254
32	77.537964
33	73.147186
34	62.797623
35	47.215549
36	32.007027
37	24.432144
38	29.011509
39	22.744907
40	41.067368
41	48.51252
42	52.549652
43	65.831909
44	73.961487
45	62.600559
46	73.144218
47	48.700592
48	49.476707
49	41.052567
50	22.246124
51	37.075027
52	21.720261
53	43.656975
54	52.234417
55	57.054222
56	72.402672
57	70.368217
58	73.066269
59	69.28801
60	62.728657
61	49.779678
62	42.478619
63	38.74881
64	30.626656
65	38.460457
66	30.818747
67	48.836018
68	49.804939
69	58.615265
70	78.747833
71	73.703888
72	65.992935
73	51.903404
74	34.888248
75	42.522736
76	30.340488
77	34.923229
